1, forest, regions_unexplored:alpha_grove, minecraft:allay, CREATURE, 5, 1, 1
5466, taiga, minecraft:old_growth_spruce_taiga, alexsmobs:potoo, CREATURE, 25, 4, 5
5467, taiga, minecraft:old_growth_spruce_taiga, legendarycreatures:wisp, CREATURE, 5, 1, 1
5468, taiga, minecraft:old_growth_spruce_taiga, aquamirae:golden_moth, AMBIENT, 1, 1, 2
5469, taiga, minecraft:old_growth_spruce_taiga, alexsmobs:fly, AMBIENT, 15, 3, 5
5470, taiga, minecraft:old_growth_spruce_taiga, minecraft:creeper, MONSTER, 10, 1, 3
5471, taiga, minecraft:old_growth_spruce_taiga, minecraft:enderman, MONSTER, 5, 1, 2
5472, taiga, minecraft:old_growth_spruce_taiga, minecraft:skeleton, MONSTER, 15, 1, 3
5473, taiga, minecraft:old_growth_spruce_taiga, minecraft:spider, MONSTER, 10, 2, 3
5474, taiga, minecraft:old_growth_spruce_taiga, minecraft:stray, MONSTER, 15, 3, 5
5475, taiga, minecraft:old_growth_spruce_taiga, minecraft:witch, MONSTER, 5, 1, 2
5476, taiga, minecraft:old_growth_spruce_taiga, minecraft:zombie, MONSTER, 20, 3, 5
5477, taiga, minecraft:old_growth_spruce_taiga, minecraft:zombie_villager, MONSTER, 10, 2, 3
5478, taiga, minecraft:old_growth_spruce_taiga, graveyard:acolyte, MONSTER, 5, 1, 2
5479, taiga, minecraft:old_growth_spruce_taiga, graveyard:corrupted_vindicator, MONSTER, 5, 1, 2
5480, taiga, minecraft:old_growth_spruce_taiga, graveyard:corrupted_pillager, MONSTER, 5, 1, 2
5481, taiga, minecraft:old_growth_spruce_taiga, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
5482, taiga, minecraft:old_growth_spruce_taiga, graveyard:ghoul, MONSTER, 10, 2, 3
5483, taiga, minecraft:old_growth_spruce_taiga, graveyard:revenant, MONSTER, 5, 1, 2
5484, taiga, minecraft:old_growth_spruce_taiga, graveyard:wraith, MONSTER, 5, 1, 2
5485, taiga, minecraft:old_growth_spruce_taiga, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
5486, taiga, minecraft:old_growth_spruce_taiga, born_in_chaos_v1:restless_spirit, MONSTER, 5, 1, 2
5487, taiga, minecraft:old_growth_spruce_taiga, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
5488, taiga, minecraft:old_growth_spruce_taiga, born_in_chaos_v1:dread_hound, MONSTER, 10, 2, 3
5489, taiga, minecraft:old_growth_spruce_taiga, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
5490, taiga, minecraft:old_growth_spruce_taiga, born_in_chaos_v1:dire_hound_leader, MONSTER, 5, 1, 2
5491, taiga, minecraft:old_growth_spruce_taiga, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
5492, taiga, minecraft:old_growth_spruce_taiga, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
5493, taiga, minecraft:old_growth_spruce_taiga, born_in_chaos_v1:missioner, MONSTER, 5, 1, 2
5494, taiga, minecraft:old_growth_spruce_taiga, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 1
5495, taiga, minecraft:old_growth_spruce_taiga, endermanoverhaul:snowy_enderman, MONSTER, 5, 1, 2
5496, taiga, minecraft:old_growth_spruce_taiga, irons_spellbooks:necromancer, MONSTER, 1, 1, 1
5497, taiga, minecraft:old_growth_spruce_taiga, creeperoverhaul:spruce_creeper, MONSTER, 10, 2, 3
5498, taiga, minecraft:old_growth_spruce_taiga, mutantmonsters:mutant_skeleton, MONSTER, 1, 1, 1

5499, none, biomesoplenty:old_growth_woodland, minecraft:allay, CREATURE, 5, 1, 1
5500, none, biomesoplenty:old_growth_woodland, minecraft:bee, CREATURE, 15, 2, 4
5501, none, biomesoplenty:old_growth_woodland, minecraft:chicken, CREATURE, 25, 2, 4
5502, none, biomesoplenty:old_growth_woodland, minecraft:cow, CREATURE, 20, 2, 3
5503, none, biomesoplenty:old_growth_woodland, minecraft:donkey, CREATURE, 5, 1, 2
5504, none, biomesoplenty:old_growth_woodland, minecraft:horse, CREATURE, 5, 1, 2
5505, none, biomesoplenty:old_growth_woodland, minecraft:mooshroom, CREATURE, 2, 1, 1
5506, none, biomesoplenty:old_growth_woodland, minecraft:mule, CREATURE, 5, 1, 1
5507, none, biomesoplenty:old_growth_woodland, minecraft:pig, CREATURE, 25, 2, 4
5508, none, biomesoplenty:old_growth_woodland, minecraft:rabbit, CREATURE, 15, 2, 3
5509, none, biomesoplenty:old_growth_woodland, minecraft:sheep, CREATURE, 25, 2, 4
5510, none, biomesoplenty:old_growth_woodland, minecraft:wolf, CREATURE, 15, 2, 3
5511, none, biomesoplenty:old_growth_woodland, alexsmobs:grizzly_bear, CREATURE, 5, 1, 2
5512, none, biomesoplenty:old_growth_woodland, alexsmobs:hummingbird, CREATURE, 15, 2, 3
5513, none, biomesoplenty:old_growth_woodland, alexsmobs:raccoon, CREATURE, 10, 2, 3
5514, none, biomesoplenty:old_growth_woodland, alexsmobs:crow, CREATURE, 10, 2, 3
5515, none, biomesoplenty:old_growth_woodland, alexsmobs:bald_eagle, CREATURE, 5, 1, 2
5516, none, biomesoplenty:old_growth_woodland, alexsmobs:bunfungus, CREATURE, 5, 1, 2
5517, none, biomesoplenty:old_growth_woodland, alexsmobs:sugar_glider, CREATURE, 10, 2, 3
5518, none, biomesoplenty:old_growth_woodland, legendarycreatures:forest_mojo, CREATURE, 5, 1, 2
5519, none, biomesoplenty:old_growth_woodland, legendarycreatures:hound, CREATURE, 15, 1, 2
5520, none, biomesoplenty:old_growth_woodland, legendarycreatures:wisp, CREATURE, 10, 2, 3
5521, none, biomesoplenty:old_growth_woodland, minecraft:creeper, MONSTER, 10, 1, 2
5522, none, biomesoplenty:old_growth_woodland, minecraft:enderman, MONSTER, 5, 1, 1
5523, none, biomesoplenty:old_growth_woodland, minecraft:pillager, MONSTER, 5, 1, 2
5524, none, biomesoplenty:old_growth_woodland, minecraft:skeleton, MONSTER, 5, 1, 2
5525, none, biomesoplenty:old_growth_woodland, minecraft:spider, MONSTER, 5, 1, 2
5526, none, biomesoplenty:old_growth_woodland, minecraft:witch, MONSTER, 3, 1, 1
5527, none, biomesoplenty:old_growth_woodland, minecraft:zombie, MONSTER, 10, 1, 2
5528, none, biomesoplenty:old_growth_woodland, minecraft:zombie_villager, MONSTER, 5, 1, 1
5529, none, biomesoplenty:old_growth_woodland, mutantmonsters:mutant_zombie, MONSTER, 2, 1, 1
5530, none, biomesoplenty:old_growth_woodland, graveyard:reaper, MONSTER, 3, 1, 1
5531, none, biomesoplenty:old_growth_woodland, graveyard:corrupted_pillager, MONSTER, 5, 1, 2
5532, none, biomesoplenty:old_growth_woodland, graveyard:skeleton_creeper, MONSTER, 3, 1, 1
5533, none, biomesoplenty:old_growth_woodland, graveyard:ghoul, MONSTER, 5, 1, 2
5534, none, biomesoplenty:old_growth_woodland, graveyard:revenant, MONSTER, 5, 1, 2
5535, none, biomesoplenty:old_growth_woodland, graveyard:wraith, MONSTER, 3, 1, 1
5536, none, biomesoplenty:old_growth_woodland, graveyard:nightmare, MONSTER, 2, 1, 1
5537, none, biomesoplenty:old_growth_woodland, iceandfire:troll, MONSTER, 2, 1, 1
5538, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:decaying_zombie, MONSTER, 5, 1, 2
5539, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:baby_skeleton, MONSTER, 3, 1, 1
5540, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:barrel_zombie, MONSTER, 5, 1, 2
5541, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:phantom_creeper, MONSTER, 2, 1, 1
5542, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:restless_spirit, MONSTER, 3, 1, 1
5543, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:bonescaller, MONSTER, 2, 1, 1
5544, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:bone_imp, MONSTER, 3, 1, 1
5545, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:dark_vortex, MONSTER, 2, 1, 1
5546, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:dread_hound, MONSTER, 5, 1, 2
5547, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 3, 1, 1
5548, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:scarlet_persecutor, MONSTER, 2, 1, 1
5549, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:dire_hound_leader, MONSTER, 3, 1, 1
5550, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
5551, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:bloody_gadfly, MONSTER, 10, 2, 3
5552, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:zombie_bruiser, MONSTER, 5, 1, 2
5553, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:zombie_lumberjack, MONSTER, 5, 1, 2
5554, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:siamese_skeletons, MONSTER, 3, 1, 1
5555, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:baby_spider, MONSTER, 5, 1, 2
5556, none, biomesoplenty:old_growth_woodland, born_in_chaos_v1:nightmare_stalker, MONSTER, 2, 1, 1
5557, none, biomesoplenty:old_growth_woodland, mowziesmobs:lantern, AMBIENT, 10, 2, 3
5558, none, biomesoplenty:old_growth_woodland, alexsmobs:fly, AMBIENT, 10, 2, 3

5559, nether, betternether:old_swampland, minecraft:strider, CREATURE, 15, 2, 4
5560, nether, betternether:old_swampland, alexsmobs:warped_toad, CREATURE, 10, 2, 3
5561, nether, betternether:old_swampland, alexsmobs:laviathan, CREATURE, 2, 1, 1
5562, nether, betternether:old_swampland, quark:foxhound, CREATURE, 10, 2, 3
5563, nether, betternether:old_swampland, legendarycreatures:nether_wisp, CREATURE, 10, 1, 1
5564, nether, betternether:old_swampland, betternether:firefly, AMBIENT, 25, 1, 3
5565, nether, betternether:old_swampland, betternether:hydrogen_jellyfish, AMBIENT, 3, 1, 2
5566, nether, betternether:old_swampland, betternether:flying_pig, AMBIENT, 10, 2, 3
5567, nether, betternether:old_swampland, minecraft:blaze, MONSTER, 10, 1, 2
5568, nether, betternether:old_swampland, minecraft:enderman, MONSTER, 5, 1, 2
5569, nether, betternether:old_swampland, minecraft:ghast, MONSTER, 3, 1, 1
5570, nether, betternether:old_swampland, minecraft:hoglin, MONSTER, 15, 2, 4
5571, nether, betternether:old_swampland, minecraft:magma_cube, MONSTER, 15, 3, 5
5572, nether, betternether:old_swampland, minecraft:piglin, MONSTER, 20, 2, 4
5573, nether, betternether:old_swampland, minecraft:piglin_brute, MONSTER, 5, 1, 2
5574, nether, betternether:old_swampland, minecraft:skeleton, MONSTER, 10, 2, 3
5575, nether, betternether:old_swampland, minecraft:wither_skeleton, MONSTER, 10, 2, 3
5576, nether, betternether:old_swampland, minecraft:zoglin, MONSTER, 10, 2, 3
5577, nether, betternether:old_swampland, minecraft:zombified_piglin, MONSTER, 20, 2, 4
5578, nether, betternether:old_swampland, betternether:naga, MONSTER, 10, 2, 3
5579, nether, betternether:old_swampland, betternether:jungle_skeleton, MONSTER, 10, 2, 3
5580, nether, betternether:old_swampland, betternether:skull, MONSTER, 5, 1, 2
5581, nether, betternether:old_swampland, alexsmobs:bone_serpent, MONSTER, 5, 1, 2
5582, nether, betternether:old_swampland, alexsmobs:straddler, MONSTER, 10, 2, 3
5583, nether, betternether:old_swampland, alexsmobs:dropbear, MONSTER, 5, 1, 2
5584, nether, betternether:old_swampland, born_in_chaos_v1:bone_imp, MONSTER, 10, 2, 3
5585, nether, betternether:old_swampland, born_in_chaos_v1:supreme_bonescaller, MONSTER, 1, 1, 1
5586, nether, betternether:old_swampland, cataclysm:ignited_revenant, MONSTER, 10, 1, 1
5587, nether, betternether:old_swampland, cataclysm:ignited_berserker, MONSTER, 5, 1, 1
5588, nether, betternether:old_swampland, endermanoverhaul:soulsand_valley_enderman, MONSTER, 15, 1, 2
5589, nether, betternether:old_swampland, endermanoverhaul:warped_forest_enderman, MONSTER, 15, 1, 2
5590, nether, betternether:old_swampland, endermanoverhaul:spirit, MONSTER, 15, 1, 2
5591, nether, betternether:old_swampland, quark:wraith, MONSTER, 10, 2, 3

5592, nether, betternether:old_warped_woods, minecraft:strider, CREATURE, 15, 2, 4
5593, nether, betternether:old_warped_woods, alexsmobs:warped_toad, CREATURE, 10, 2, 3
5594, nether, betternether:old_warped_woods, alexsmobs:laviathan, CREATURE, 2, 1, 1
5595, nether, betternether:old_warped_woods, quark:foxhound, CREATURE, 10, 2, 3
5596, nether, betternether:old_warped_woods, legendarycreatures:nether_wisp, CREATURE, 10, 1, 1
5597, nether, betternether:old_warped_woods, betternether:firefly, AMBIENT, 25, 1, 3
5598, nether, betternether:old_warped_woods, betternether:hydrogen_jellyfish, AMBIENT, 3, 1, 2
5599, nether, betternether:old_warped_woods, betternether:flying_pig, AMBIENT, 10, 2, 3
5600, nether, betternether:old_warped_woods, minecraft:blaze, MONSTER, 10, 1, 2
5601, nether, betternether:old_warped_woods, minecraft:enderman, MONSTER, 5, 1, 2
5602, nether, betternether:old_warped_woods, minecraft:ghast, MONSTER, 3, 1, 1
5603, nether, betternether:old_warped_woods, minecraft:hoglin, MONSTER, 15, 2, 4
5604, nether, betternether:old_warped_woods, minecraft:magma_cube, MONSTER, 15, 3, 5
5605, nether, betternether:old_warped_woods, minecraft:piglin, MONSTER, 20, 2, 4
5606, nether, betternether:old_warped_woods, minecraft:piglin_brute, MONSTER, 5, 1, 2
5607, nether, betternether:old_warped_woods, minecraft:skeleton, MONSTER, 10, 2, 3
5608, nether, betternether:old_warped_woods, minecraft:wither_skeleton, MONSTER, 10, 2, 3
5609, nether, betternether:old_warped_woods, minecraft:zoglin, MONSTER, 10, 2, 3
5610, nether, betternether:old_warped_woods, minecraft:zombified_piglin, MONSTER, 20, 2, 4
5611, nether, betternether:old_warped_woods, betternether:naga, MONSTER, 10, 2, 3
5612, nether, betternether:old_warped_woods, betternether:jungle_skeleton, MONSTER, 10, 2, 3
5613, nether, betternether:old_warped_woods, betternether:skull, MONSTER, 5, 1, 2
5614, nether, betternether:old_warped_woods, alexsmobs:bone_serpent, MONSTER, 5, 1, 2
5615, nether, betternether:old_warped_woods, alexsmobs:straddler, MONSTER, 10, 2, 3
5616, nether, betternether:old_warped_woods, alexsmobs:dropbear, MONSTER, 5, 1, 2
5617, nether, betternether:old_warped_woods, born_in_chaos_v1:bone_imp, MONSTER, 10, 2, 3
5618, nether, betternether:old_warped_woods, born_in_chaos_v1:supreme_bonescaller, MONSTER, 1, 1, 1
5619, nether, betternether:old_warped_woods, cataclysm:ignited_revenant, MONSTER, 10, 1, 1
5620, nether, betternether:old_warped_woods, cataclysm:ignited_berserker, MONSTER, 5, 1, 1
5621, nether, betternether:old_warped_woods, endermanoverhaul:soulsand_valley_enderman, MONSTER, 15, 1, 2
5622, nether, betternether:old_warped_woods, endermanoverhaul:warped_forest_enderman, MONSTER, 15, 1, 2
5623, nether, betternether:old_warped_woods, endermanoverhaul:spirit, MONSTER, 15, 1, 2
5624, nether, betternether:old_warped_woods, quark:wraith, MONSTER, 10, 2, 3

5625, taiga, biomesoplenty:ominous_woods, minecraft:chicken, CREATURE, 15, 2, 4
5626, taiga, biomesoplenty:ominous_woods, minecraft:cow, CREATURE, 20, 2, 3
5627, taiga, biomesoplenty:ominous_woods, minecraft:donkey, CREATURE, 5, 1, 2
5628, taiga, biomesoplenty:ominous_woods, minecraft:fox, CREATURE, 20, 3, 5
5629, taiga, biomesoplenty:ominous_woods, minecraft:frog, CREATURE, 10, 2, 3
5630, taiga, biomesoplenty:ominous_woods, minecraft:mule, CREATURE, 5, 1, 2
5631, taiga, biomesoplenty:ominous_woods, minecraft:pig, CREATURE, 15, 2, 4
5632, taiga, biomesoplenty:ominous_woods, minecraft:sheep, CREATURE, 15, 2, 4
5633, taiga, biomesoplenty:ominous_woods, minecraft:wolf, CREATURE, 20, 3, 5
5634, taiga, biomesoplenty:ominous_woods, alexsmobs:moose, CREATURE, 10, 2, 2
5635, taiga, biomesoplenty:ominous_woods, alexsmobs:raccoon, CREATURE, 5, 1, 1
5636, taiga, biomesoplenty:ominous_woods, alexsmobs:snow_leopard, CREATURE, 5, 1, 2
5637, taiga, biomesoplenty:ominous_woods, alexsmobs:crow, CREATURE, 10, 1, 2
5638, taiga, biomesoplenty:ominous_woods, alexsmobs:sugar_glider, CREATURE, 10, 2, 3
5639, taiga, biomesoplenty:ominous_woods, alexsmobs:potoo, CREATURE, 25, 4, 5
5640, taiga, biomesoplenty:ominous_woods, legendarycreatures:wisp, CREATURE, 5, 1, 1
5641, taiga, biomesoplenty:ominous_woods, aquamirae:golden_moth, AMBIENT, 1, 1, 2
5642, taiga, biomesoplenty:ominous_woods, alexsmobs:fly, AMBIENT, 15, 3, 5
5643, taiga, biomesoplenty:ominous_woods, minecraft:creeper, MONSTER, 10, 1, 3
5644, taiga, biomesoplenty:ominous_woods, minecraft:enderman, MONSTER, 5, 1, 2
5645, taiga, biomesoplenty:ominous_woods, minecraft:skeleton, MONSTER, 15, 1, 3
5646, taiga, biomesoplenty:ominous_woods, minecraft:spider, MONSTER, 10, 2, 3
5647, taiga, biomesoplenty:ominous_woods, minecraft:stray, MONSTER, 15, 3, 5
5648, taiga, biomesoplenty:ominous_woods, minecraft:witch, MONSTER, 5, 1, 2
5649, taiga, biomesoplenty:ominous_woods, minecraft:zombie, MONSTER, 20, 3, 5
5650, taiga, biomesoplenty:ominous_woods, minecraft:zombie_villager, MONSTER, 10, 2, 3
5651, taiga, biomesoplenty:ominous_woods, graveyard:acolyte, MONSTER, 5, 1, 2
5652, taiga, biomesoplenty:ominous_woods, graveyard:corrupted_vindicator, MONSTER, 5, 1, 2
5653, taiga, biomesoplenty:ominous_woods, graveyard:corrupted_pillager, MONSTER, 5, 1, 2
5654, taiga, biomesoplenty:ominous_woods, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
5655, taiga, biomesoplenty:ominous_woods, graveyard:ghoul, MONSTER, 10, 2, 3
5656, taiga, biomesoplenty:ominous_woods, graveyard:revenant, MONSTER, 5, 1, 2
5657, taiga, biomesoplenty:ominous_woods, graveyard:wraith, MONSTER, 5, 1, 2
5658, taiga, biomesoplenty:ominous_woods, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
5659, taiga, biomesoplenty:ominous_woods, born_in_chaos_v1:restless_spirit, MONSTER, 5, 1, 2
5660, taiga, biomesoplenty:ominous_woods, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
5661, taiga, biomesoplenty:ominous_woods, born_in_chaos_v1:dread_hound, MONSTER, 10, 2, 3
5662, taiga, biomesoplenty:ominous_woods, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
5663, taiga, biomesoplenty:ominous_woods, born_in_chaos_v1:dire_hound_leader, MONSTER, 5, 1, 2
5664, taiga, biomesoplenty:ominous_woods, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
5665, taiga, biomesoplenty:ominous_woods, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
5666, taiga, biomesoplenty:ominous_woods, born_in_chaos_v1:missioner, MONSTER, 5, 1, 2
5667, taiga, biomesoplenty:ominous_woods, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 1
5668, taiga, biomesoplenty:ominous_woods, endermanoverhaul:snowy_enderman, MONSTER, 5, 1, 2
5669, taiga, biomesoplenty:ominous_woods, irons_spellbooks:necromancer, MONSTER, 1, 1, 1
5670, taiga, biomesoplenty:ominous_woods, creeperoverhaul:spruce_creeper, MONSTER, 10, 2, 3
5671, taiga, biomesoplenty:ominous_woods, mutantmonsters:mutant_skeleton, MONSTER, 1, 1, 1

5672, forest, biomesoplenty:orchard, minecraft:allay, CREATURE, 5, 1, 1
5673, forest, biomesoplenty:orchard, minecraft:bee, CREATURE, 15, 2, 4
5674, forest, biomesoplenty:orchard, minecraft:chicken, CREATURE, 25, 2, 4
5675, forest, biomesoplenty:orchard, minecraft:cow, CREATURE, 20, 2, 3
5676, forest, biomesoplenty:orchard, minecraft:donkey, CREATURE, 5, 1, 2
5677, forest, biomesoplenty:orchard, minecraft:horse, CREATURE, 5, 1, 2
5678, forest, biomesoplenty:orchard, minecraft:mooshroom, CREATURE, 2, 1, 1
5679, forest, biomesoplenty:orchard, minecraft:mule, CREATURE, 5, 1, 1
5680, forest, biomesoplenty:orchard, minecraft:pig, CREATURE, 25, 2, 4
5681, forest, biomesoplenty:orchard, minecraft:rabbit, CREATURE, 15, 2, 3
5682, forest, biomesoplenty:orchard, minecraft:sheep, CREATURE, 25, 2, 4
5683, forest, biomesoplenty:orchard, minecraft:wolf, CREATURE, 15, 2, 3
5684, forest, biomesoplenty:orchard, alexsmobs:grizzly_bear, CREATURE, 5, 1, 2
5685, forest, biomesoplenty:orchard, alexsmobs:hummingbird, CREATURE, 15, 2, 3
5686, forest, biomesoplenty:orchard, alexsmobs:raccoon, CREATURE, 10, 2, 3
5687, forest, biomesoplenty:orchard, alexsmobs:crow, CREATURE, 10, 2, 3
5688, forest, biomesoplenty:orchard, alexsmobs:bald_eagle, CREATURE, 5, 1, 2
5689, forest, biomesoplenty:orchard, alexsmobs:bunfungus, CREATURE, 5, 1, 2
5690, forest, biomesoplenty:orchard, alexsmobs:sugar_glider, CREATURE, 10, 2, 3
5691, forest, biomesoplenty:orchard, legendarycreatures:forest_mojo, CREATURE, 5, 1, 2
5692, forest, biomesoplenty:orchard, legendarycreatures:hound, CREATURE, 15, 1, 2
5693, forest, biomesoplenty:orchard, legendarycreatures:wisp, CREATURE, 10, 2, 3
5694, forest, biomesoplenty:orchard, minecraft:creeper, MONSTER, 10, 1, 2
5695, forest, biomesoplenty:orchard, minecraft:enderman, MONSTER, 5, 1, 1
5696, forest, biomesoplenty:orchard, minecraft:pillager, MONSTER, 5, 1, 2
5697, forest, biomesoplenty:orchard, minecraft:skeleton, MONSTER, 5, 1, 2
5698, forest, biomesoplenty:orchard, minecraft:spider, MONSTER, 5, 1, 2
5699, forest, biomesoplenty:orchard, minecraft:witch, MONSTER, 3, 1, 1
5700, forest, biomesoplenty:orchard, minecraft:zombie, MONSTER, 10, 1, 2
5701, forest, biomesoplenty:orchard, minecraft:zombie_villager, MONSTER, 5, 1, 1
